name,medical_insurance,infectivity,therapy,cure_rate,treatment_cycle,throng,cost,online_to_buy_medicine
腘肌肌腱炎,否,无传染性,药物治疗,60%,Null,中年和老年,市三甲医院约（1000——2000元）,健客大药房康德乐大药房阿康大药房
变形性骨炎,否,无传染性,药物治疗、手术治疗,75%,Null,40岁以上,市三甲医院约2000-5000元,健客大药房康德乐大药房阿康大药房
产后泌尿道感染,否,无传染性,抗感染治疗,95%,Null,产后女性,市三甲医院约1000-2000元,健客大药房康德乐大药房阿康大药房
脑蛛网膜下腔出血,否,无传染性,药物治疗,75%,2-3个月,所有年龄均可发病青壮年常见,不同医院收费标准不一致，市三甲医院约（10000——30000元）,健客大药房康德乐大药房阿康大药房
颈椎半脱位,是,无传染性,牵引治疗、手术治疗,70%,Null,颈椎遭受屈曲暴力者,不同医院收费标准不一致，市三甲医院约（1000-5000元）,健客大药房康德乐大药房阿康大药房
胆囊管综合征,否,无传染性,药物治疗、手术治疗,75%(外科手术治疗),8-12周,所有人群尤其是嗜食肥甘厚味...,不同医院收费标准不一致，市三甲医院约（3000——8000元）,健客大药房康德乐大药房阿康大药房
尿瘘,否,无传染性,药物治疗、手术治疗,70%,30天,妇女,不同医院收费标准不一致，市三甲医院约（3000——5000元）,健客大药房康德乐大药房阿康大药房
颞动脉炎,是,无传染性,药物治疗,60%,1个月,发病年龄以50岁以上最多见，...,市三甲医院约（3000——8000元）,健客大药房康德乐大药房阿康大药房
颈椎结核,是,有传染性,药物治疗、手术治疗,60%,2-3年,儿童及青少年,不同医院收费标准不一致，市三甲医院约（3000——10000元）,健客大药房康德乐大药房阿康大药房
肌疝,是,无传染性,筋膜修补术,40%,2个月,强体力劳动或外伤者,市三甲医院约（3000——9000元）,健客大药房康德乐大药房阿康大药房
创伤性鼻出血,是,无传染性,手术治疗、药物治疗,90%,Null,外伤患者,市三甲医院约（1000——2000元）,健客大药房康德乐大药房阿康大药房
银屑病甲,否,无传染性,药物治疗,40%,3个月,银屑病患者,市三甲医院约(1000--2000元),健客大药房康德乐大药房阿康大药房
椎间隙感染,否,无传染性,药物治疗、局部治疗,60%,10-30天,椎间盘手术后患者,市三甲医院约10000--30000,健客大药房康德乐大药房阿康大药房
趾间神经痛,否,无传染性,保守治疗、手术治疗,50%,3个月,女性比男性更多,不同医院收费标准不一致，市三甲医院约（3000——6000元）,健客大药房康德乐大药房阿康大药房
急性出血性坏死性小肠炎,否,无传染性,Null,Null,Null,所有人,Null,健客大药房康德乐大药房阿康大药房
胆汁性腹膜炎,是,无传染性,药物、手术治疗,外科手术治愈率约为90%,1-3个月,所有人群,市三甲医院约（10000——50000元）,健客大药房康德乐大药房阿康大药房
手部伸肌腱损伤,否,无传染性,手术治疗、药物治疗,80%,3个月,均可发病,市三甲医院约（3000——8000元）,健客大药房康德乐大药房阿康大药房
原发性下肢静脉瓣膜关闭不全,否,无传染性,药物治疗手术治疗...,70%,3-6个月,长时间站立的人,市三甲医院约（5000-10000元）,健客大药房康德乐大药房阿康大药房
早期婴儿型癫痫性脑病,否,无传染性,药物治疗,30%,1-2个月,新生儿及小婴儿,市三甲医院约（1000-5000元）,健客大药房康德乐大药房阿康大药房
中枢神经系统感染,否,无传染性,Null,Null,Null,儿童,Null,健客大药房康德乐大药房阿康大药房
肠扭转,是,无传染性,手术治疗,60%,7-10天,所有人群,不同医院收费标准不一致，市三甲医院约（5000-10000元）,健客大药房康德乐大药房阿康大药房
胃轻瘫综合征,否,无传染性,病因治疗、对症治疗,40%,1-3个月,年轻女性,不同医院收费标准不一致，市三甲医院约（5000-10000元）,健客大药房康德乐大药房阿康大药房
胰腺损伤,是,无传染性,药物、手术治疗,外科手术治愈率约为80%,4-6周,所有人群,不同医院收费标准不一致，市三甲医院约（10000——30000元）,健客大药房康德乐大药房阿康大药房
先天性肘关节融合,否,无传染性,Null,Null,Null,婴幼儿,Null,健客大药房康德乐大药房阿康大药房
阑尾类癌,是,无传染性,手术治疗,60%,3个月,中青年人群多见、女性较男性...,市三甲医院约（10000——30000元）,健客大药房康德乐大药房阿康大药房
急性脓肿,否,无传染性,药物治疗、手术治疗,90%,2周,所有人群,不同医院收费标准不一致，市三甲医院约（1000——5000元）,健客大药房康德乐大药房阿康大药房
肠间脓肿,否,无传染性,物理、药物、手术治疗,70%,2个月,所有人群，多数患者有急性弥...,不同医院收费标准不一致，市三甲医院约（10000——50000元）,健客大药房康德乐大药房阿康大药房
急性弥漫性腹膜炎,是,无传染性,手术治疗、药物治疗,60%,Null,所有人群,市三甲医院约2000--3000元,健客大药房康德乐大药房阿康大药房
乳房缺少症,否,无传染性,乳房再造术,正规三甲医院治疗治愈率约为70%,治疗周期为30天,多发生于女性,市三甲医院约（10000-50000元）,健客大药房康德乐大药房阿康大药房
颞骨骨折,是,无传染性,手术治疗、药物治疗,治愈率96%,治疗周期90天,所有人群,不同医院收费标准不一致，市三甲医院约（5000——1000元）,健客大药房康德乐大药房阿康大药房
烧伤后心功能障碍,否,无传染性,药物治疗支持性治疗,75%,2-4个月,烧伤后患者,市三甲医院约（3000——8000元）,健客大药房康德乐大药房阿康大药房
溃疡病急性穿孔,否,无传染性,手术治疗、药物治疗,80%,10-15天,溃疡病患者，十二指肠溃疡穿...,不同医院收费标准不一致，市三甲医院约（50000--10000元）,健客大药房康德乐大药房阿康大药房
小儿急性胆囊炎,否,无传染性,药物治疗、手术治疗,96%,3-5周,好发年龄为8～12岁，有蛔虫、...,不同医院收费标准不一致，市三甲医院约（10000——30000元）,健客大药房康德乐大药房阿康大药房
尿道黏膜脱垂,否,无传染性,药物治疗,60%,7-10天,儿童和老年妇女,市三甲医院约（3000——8000元）,健客大药房康德乐大药房阿康大药房
前斜角肌综合征,是,无传染性,中医药物治疗、西医药物治疗,60%,2--4周,中年女性,不同医院收费标准不一致，市三甲医院约（5000——10000元）,健客大药房康德乐大药房阿康大药房
食管破裂,是,无传染性,手术治疗,30--50%,2--4周,所有人群,不同医院收费标准不一致，市三甲医院约（5000-10000元）,健客大药房康德乐大药房阿康大药房
升主动脉瘤,否,无传染性,药物治疗、手术治疗,30%,7-14天,青、中年,市三甲医院约（5000——20000元）,健客大药房康德乐大药房阿康大药房
跟腱前囊炎,否,无传染性,封闭治疗、休息治疗、药物治...,15%-25%，主要以对症治疗为主,1-2年,青壮年、运动员,不同医院收费标准不一致，市三甲医院约（300——1000元）,健客大药房康德乐大药房阿康大药房
食管穿孔,是,无传染性,药物治疗、手术治疗,10%,7-14天,所有人群,市三甲医院约（5000-10000元）,健客大药房康德乐大药房阿康大药房
动静脉瘘,是,无传染性,手术治疗,75%(外科手术治疗),1-2年,所有人群,不同医院收费标准不一致，市三甲医院约（10000-50000元）,健客大药房康德乐大药房阿康大药房
肝脏破裂,否,无传染性,Null,Null,Null,所有人,Null,健客大药房康德乐大药房阿康大药房
鼻窦创伤,否,无传染性,手术治疗、药物治疗,50-60%,6-12个月,所有人群,不同医院收费标准不一致，市三甲医院约（600——2000元）,健客大药房康德乐大药房阿康大药房
鼓膜外伤,是,无传染性,药物治疗,外科手术治愈率70-80%,2-4周,所有人群,不同医院收费标准不一致，市三甲医院约（3000——5000元）,健客大药房康德乐大药房阿康大药房
胰瘘,是,无传染性,药物治疗、手术治疗,外科手术治愈率约为45%-65%,3-6个月,胰腺手术后患者,市三甲医院约（5000——20000元）,健客大药房康德乐大药房阿康大药房
急性动脉栓塞,否,无传染性,药物、手术治疗,60%,2-4月,血脂代谢异常者,不同医院收费标准不一致，市三甲医院约（10000——50000元）,健客大药房康德乐大药房阿康大药房
头皮损伤,是,无传染性,清创缝合、药物治疗,70-80%,1-3个月,所有人群,市三甲医院约（200——1000元）,健客大药房康德乐大药房阿康大药房
慢性心包炎,是,无传染性,药物治疗、手术治疗、心包穿...,治愈率75%,治疗周期60天,中老年人、抵抗力低下的人,不同医院收费标准不一致，市三甲医院约（6000——8000元）,健客大药房康德乐大药房阿康大药房
肋骨骨髓炎,是,无传染性,手术治疗、药物治疗、局部治...,40%,10-15天,所有人群,市三甲医院约10000--30000,健客大药房康德乐大药房阿康大药房
扭转痉挛,是,无传染性,药物治疗，手术治疗,85%,1-2周,学龄儿童和青少年,根据不同医院，收费标准是不一样的市三级甲等医院约（5000-20000）,健客大药房康德乐大药房阿康大药房
儿童股骨头坏死,否,无传染性,心里疗法、药物疗法、手术疗...,60%,Null,2～12岁儿童,市三甲医院10000--20000元,健客大药房康德乐大药房阿康大药房
鼓室硬化症,是,无传染性,手术治疗、药物治疗,50%,Null,中老年,市三甲医院约（5000——10000元）,健客大药房康德乐大药房阿康大药房
急性胆管炎,是,无传染性,药物治疗,60-70%,Null,胆道梗阻者,市三甲医院约（300——1000元）,健客大药房康德乐大药房阿康大药房
绝经期尿失禁,否,无传染性,药物治疗、手术治疗,70%,4-5个月,绝经期女性,市三甲医院约（2000——5000元）,健客大药房康德乐大药房阿康大药房
异物伤,否,无传染性,药物治疗,80%,Null,所有人,市三甲医院约（3000—8000元）,健客大药房康德乐大药房阿康大药房
Friedreich共济失调症,否,无传染性,Null,Null,Null,好发年龄为青少年,Null,健客大药房康德乐大药房阿康大药房
急性脓胸,是,无传染性,药物治疗、胸腔闭式引流、介...,60%,1-3个月,青壮年,不同医院收费标准不一致，市三甲医院约(10000--20000元),健客大药房康德乐大药房阿康大药房
僵鉧,否,无传染性,药物治疗,95%,Null,所有人群,市三甲医院约（3000—8000元）,健客大药房康德乐大药房阿康大药房
肾上腺肿瘤,是,无传染性,手术治疗,外科手术治愈率约为60%,Null,所有人,市三甲医院约（10000-50000元）,健客大药房康德乐大药房阿康大药房
巴瑞特综合征,否,无传染性,药物治疗,100%,Null,本病多见于中年或老年人,市三甲医院约（3000——8000元）,健客大药房康德乐大药房阿康大药房
原发性胆总管结石,否,无传染性,Null,Null,Null,急、慢性胆囊炎发作或胆道...,Null,健客大药房康德乐大药房阿康大药房
胰腺假囊肿,是,无传染性,药物治疗、手术治疗,外科手术治愈率约为75%,1-2个月,成人,市三甲医院约（5000-10000元）,健客大药房康德乐大药房阿康大药房
门静脉海绵样变,否,无传染性,药物治疗,90%,3-6月,儿童多属原发性，成人属继发,市三甲医院约（3000——8000元）,健客大药房康德乐大药房阿康大药房
第3腰椎横突过长畸形,否,无传染性,手术治疗、微创治疗、封闭治...,60%,3个月,好发于青壮年体力劳动者,市三甲医院约（500——3000元）,健客大药房康德乐大药房阿康大药房
旋转带肌腱炎,否,无传染性,病因治疗、对症治疗,40%,1-2个月,青壮年,不同医院收费标准不一致，市三甲医院约（1000-5000元）,健客大药房康德乐大药房阿康大药房
食管念珠菌感染,否,有传染性,药物治疗,90%(本病发生后经过系统治疗能够有效控制，一般90%能够治愈。),3周,免疫力低下、有糖尿病的病人...,市三甲医院约（2000——10000元）,健客大药房康德乐大药房阿康大药房
